futspy.zip,Future Spy
glocj.zip,G-LOC Air Battle
glocu.zip,G-LOC Air Battle
gloc.zip,G-LOC Air Battle
glocr360j.zip,G-LOC R360
glocr360.zip,G-LOC R360
gstream.zip,G-Stream G2020
gijoea.zip,G.I. Joe
gijoej.zip,G.I. Joe
gijoeua.zip,G.I. Joe
gijoeu.zip,G.I. Joe
gijoe.zip,G.I. Joe
gijoeea.zip,G.I. Joe
gaialast.zip,Gaia - The Last Choice of Earth
gaia.zip,Gaia Crusaders
gaiapols.zip,Gaiapolis
gaiapolsj.zip,Gaiapolis
gaiapolsu.zip,Gaiapolis
ggroundj.zip,Gain Ground
gground.zip,Gain Ground
galastrm.zip,Galactic Storm
gwarrior.zip,Galactic Warriors
galactica2.zip,Galactica-2
galaga88a.zip,Galaga '88
galaga88j.zip,Galaga '88
galaga88.zip,Galaga '88
galagamf.zip,Galaga
galagamw.zip,Galaga
galagamk.zip,Galaga
galaga.zip,Galaga
galagao.zip,Galaga
galagap.zip,Galaga
galaga3a.zip,Galaga 3
galaga3.zip,Galaga 3
galaga3b.zip,Galaga 3
galaga3c.zip,Galaga 3
galaga3m.zip,Galaga 3
neogalag.zip,Galaga Demo
neogalaga.zip,Galaga Demo
galagawm.zip,Galaga Wave Mixer
galaktron.zip,Galaktron
galaktrons3.zip,Galaktron
galaxbsf.zip,Galaxian
galaxianbl.zip,Galaxian
galaxbsf2.zip,Galaxian
galaxianbl2.zip,Galaxian
galaxcirsa.zip,Galaxian
galaxianem.zip,Galaxian
galaxiani.zip,Galaxian
galaxianm.zip,Galaxian
galaxianmo.zip,Galaxian
galaxian.zip,Galaxian
galaxiana.zip,Galaxian
galaxrf.zip,Galaxian
galaxianrp.zip,Galaxian
galaxianbl3.zip,Galaxian
galaxiant.zip,Galaxian
vectrgal.zip,Galaxian
galaxianng.zip,Galaxian - Neo Geo Conversion
galaxrcgg.zip,Galaxian Growing Galaxip / Galaxian Nave Creciente
galaxrfgg.zip,Galaxian Growing Galaxip / Galaxian Nave Creciente
galaxianiii.zip,Galaxian III
galap4.zip,Galaxian Part 4
galapx.zip,Galaxian Part X
tst_galx.zip,Galaxian Test ROM
galturbo.zip,Galaxian Turbo
galemp.zip,Galaxy Empire
galaxyfg03.zip,Galaxy Fight
galaxyfg.zip,Galaxy Fight - Universal Warriors
gforce2j.zip,Galaxy Force 2
gforce2ja.zip,Galaxy Force 2
gforce2sd.zip,Galaxy Force 2
gforce2.zip,Galaxy Force 2
galaxygnh.zip,Galaxy Gunners
galaxygn.zip,Galaxy Gunners
galwars2.zip,Galaxy Wars II
galaxyx.zip,Galaxy X
gallag.zip,Gallag
gallopm72.zip,Gallop - Armed Police Unit
gallop.zip,Gallop - Armed Police Unit
galmedes.zip,Galmedes
galhustl.zip,Gals Hustler
galhustla.zip,Gals Hustler
galsnew.zip,Gals Panic
galsnewj.zip,Gals Panic
galsnewk.zip,Gals Panic
galsnewt.zip,Gals Panic
galpanicb.zip,Gals Panic
galpanicc.zip,Gals Panic
galpanica.zip,Gals Panic
galpanic.zip,Gals Panic
galsnewu.zip,Gals Panic
galpani3.zip,Gals Panic 3
galpani3hk.zip,Gals Panic 3
galpani3j.zip,Gals Panic 3
galpani3k.zip,Gals Panic 3
galpani4.zip,Gals Panic 4
galpani4j.zip,Gals Panic 4
galpani4k.zip,Gals Panic 4
galpanidx.zip,Gals Panic DX
galpaniex.zip,Gals Panic EX
galpanisa.zip,Gals Panic S - Extra Edition
galpanis.zip,Gals Panic S - Extra Edition
galpanise.zip,Gals Panic S - Extra Edition
galpanisj.zip,Gals Panic S - Extra Edition
galpaniska.zip,Gals Panic S - Extra Edition
galpanisk.zip,Gals Panic S - Extra Edition
galpans2a.zip,Gals Panic S2
galpans2.zip,Gals Panic S2
galpans2j.zip,Gals Panic S2
galpans3.zip,Gals Panic S3
galpansua.zip,Gals Panic SU
galpanisu.zip,Gals Panic SU
galpansu.zip,Gals Panic SU
galspnbl.zip,Gals Pinball
usg182.zip,Games V18.2
usg185.zip,Games V18.5
usg187c.zip,Games V18.7C
usg211c.zip,Games V21.1C
usg251.zip,Games V25.1
usgames.zip,Games V25.4X
ginkun.zip,Ganbare Ginkun
gangonta.zip,Ganbare! Gonta!! 2 / Party Time: Gonta the Diver II
ganbare.zip,Ganbare! Marine Kun
gbusters.zip,Gang Busters
gbustersa.zip,Gang Busters
ghunters.zip,Gang Hunter / Dead Angle
ghunter.zip,Gang Hunter / Dead Angle
gangwarsb.zip,Gang Wars
gangwarsj.zip,Gang Wars
gangwarsu.zip,Gang Wars
gangwars.zip,Gang Wars
ganryu.zip,Ganryu / Musashi Ganryuki
gaplusd.zip,Gaplus
gaplus.zip,Gaplus
gaplusa.zip,Gaplus
gapluse.zip,Gaplus
gaplust.zip,Gaplus
gardia.zip,Gardia
gardiab.zip,Gardia
gardiaj.zip,Gardia
garogun.zip,Garogun Seroyang
garoubl.zip,Garou - Mark of the Wolves
garoubs.zip,Garou - Mark of the Wolves
garoujq.zip,Garou - Mark of the Wolves
garouha.zip,Garou - Mark of the Wolves
garouh.zip,Garou - Mark of the Wolves
garou.zip,Garou - Mark of the Wolves
garoup.zip,Garou - Mark of the Wolves
garuka.zip,Garuka
garyoret.zip,Garyo Retsuden
gatedoom1.zip,Gate of Doom
gatedoom.zip,Gate of Doom
gauntlet2pg1.zip,Gauntlet
gauntlet2pg.zip,Gauntlet
gauntlet2pj2.zip,Gauntlet
gauntlet2pj.zip,Gauntlet
gauntlet2pr3.zip,Gauntlet
gauntlet2p.zip,Gauntlet
gauntletg.zip,Gauntlet
gauntletgr3.zip,Gauntlet
gauntletgr6.zip,Gauntlet
gauntletgr8.zip,Gauntlet
gauntletj12.zip,Gauntlet
gauntletj.zip,Gauntlet
gauntletr1.zip,Gauntlet
gauntlet.zip,Gauntlet
gauntletr2.zip,Gauntlet
gauntletr4.zip,Gauntlet
gauntletr5.zip,Gauntlet
gauntletr7.zip,Gauntlet
gauntletr9.zip,Gauntlet
gauntlets.zip,Gauntlet
gaunt22pg.zip,Gauntlet II
gaunt22p1.zip,Gauntlet II
gaunt22p.zip,Gauntlet II
gaunt2g.zip,Gauntlet II
gaunt2.zip,Gauntlet II
geebeeb.zip,Gee Bee
geebee.zip,Gee Bee
geebeea.zip,Gee Bee
geebeeg.zip,Gee Bee
gekiridnj.zip,Gekirindan
gekiridn.zip,Gekirindan
gekisou.zip,Gekisou
geminib.zip,Gemini Wing
geminij.zip,Gemini Wing
gemini.zip,Gemini Wing
genix.zip,Genix Family
genpeitd.zip,Genpei ToumaDen
gensitou.zip,Genshitou 1930's
geostorm.zip,Geo Storm
getstarb1.zip,Get Star
getstarb2.zip,Get Star
getstarj.zip,Get Star
ghostbi.zip,Ghost Busters
ghostmun.zip,Ghost Muncher
gpilotsh.zip,Ghost Pilots
gpilots.zip,Ghost Pilots
gpilotsp.zip,Ghost Pilots
ghostlop.zip,Ghostlop
gmgalax.zip,Ghostmuncher Galaxian
gngbl.zip,Ghosts'n Goblins
gngbla.zip,Ghosts'n Goblins
gngblb.zip,Ghosts'n Goblins
gngblita.zip,Ghosts'n Goblins
gngprot.zip,Ghosts'n Goblins
gngt.zip,Ghosts'n Goblins
gng.zip,Ghosts'n Goblins
gnga.zip,Ghosts'n Goblins
gngc.zip,Ghosts'n Goblins
ghoulsu.zip,Ghouls'n Ghosts
ghouls.zip,Ghouls'n Ghosts
ghoxj.zip,Ghox
ghoxjo.zip,Ghox
ghox.zip,Ghox
gigaman2.zip,Giga Man 2: The Power Fighters
gigawinga.zip,Giga Wing
gigawingb.zip,Giga Wing
gigawingh.zip,Giga Wing
gigawingjd.zip,Giga Wing
gigawingj.zip,Giga Wing
gigawingd.zip,Giga Wing
gigawing.zip,Giga Wing
gigandesa.zip,Gigandes
gigandes.zip,Gigandes
gigasb.zip,Gigas
gigas.zip,Gigas
gigasm2b.zip,Gigas Mark II
gigasm2.zip,Gigas Mark II
ginganin.zip,Ginga Ninkyouden
ginganina.zip,Ginga Ninkyouden
gteikokub.zip,Gingateikoku no Gyakushu
gteikokub2.zip,Gingateikoku no Gyakushu
gteikokub3.zip,Gingateikoku no Gyakushu
gteikoku.zip,Gingateikoku no Gyakushu
gladiatr.zip,Gladiator
sgladiat.zip,Gladiator 1984
gladmort.zip,GladMort
glass10d.zip,Glass
glass10c.zip,Glass
glass10.zip,Glass
glass10a.zip,Glass
glass10b.zip,Glass
glasskra.zip,Glass
glass.zip,Glass
glassa.zip,Glass
glasskr.zip,Glass
glassat.zip,Glass
gblchmp.zip,Global Champion
go2000.zip,Go 2000
gogold.zip,Go For The Gold
yamagchi.zip,Go Go Mr. Yamaguchi / Yuke Yuke Yamaguchi-kun
goalx3.zip,Goal! Goal! Goal!
godzilla.zip,Godzilla
plegends.zip,Gogetsuji Legends
dolmenk.zip,Goindol
goindolj.zip,Goindol
goindolu.zip,Goindol
goindol.zip,Goindol
goldmedlb.zip,Gold Medalist
goldmedl.zip,Gold Medalist
goldmedla.zip,Gold Medalist
goldnaxe1d.zip,Golden Axe
goldnaxe1.zip,Golden Axe
goldnaxe2.zip,Golden Axe
goldnaxe3d.zip,Golden Axe
goldnaxe3.zip,Golden Axe
goldnaxejd.zip,Golden Axe
goldnaxej.zip,Golden Axe
goldnaxeud.zip,Golden Axe
goldnaxeu.zip,Golden Axe
goldnaxe.zip,Golden Axe
goldnaxeng.zip,Golden Axe Neo Geo
ga2j.zip,Golden Axe: The Revenge of Death Adder
ga2u.zip,Golden Axe: The Revenge of Death Adder
ga2.zip,Golden Axe: The Revenge of Death Adder
gcastle.zip,Golden Castle
gfire2.zip,Golden Fire II
gpgolfa.zip,Golden Par Golf
gpgolf.zip,Golden Par Golf
gt97v120.zip,Golden Tee '97
gt97v121.zip,Golden Tee '97
gt97s121.zip,Golden Tee '97
gt97v122.zip,Golden Tee '97
gt97.zip,Golden Tee '97
gt97t240.zip,Golden Tee '97 Tournament
gt97t243.zip,Golden Tee '97 Tournament
gt98v100.zip,Golden Tee '98
gt98c100.zip,Golden Tee '98
gt98s100.zip,Golden Tee '98
gt98.zip,Golden Tee '98
gt98t302.zip,Golden Tee '98 Tournament
gt98t303.zip,Golden Tee '98 Tournament
gt99.zip,Golden Tee '99
gt99s100.zip,Golden Tee '99
gt99t400.zip,Golden Tee '99 Tournament
gt2kp100.zip,Golden Tee 2K
gt2k.zip,Golden Tee 2K
gt2ks100.zip,Golden Tee 2K
gt2kt500.zip,Golden Tee 2K Tournament
gt3dv14.zip,Golden Tee 3D Golf
gt3dv15.zip,Golden Tee 3D Golf
gt3dv16.zip,Golden Tee 3D Golf
gt3dv17.zip,Golden Tee 3D Golf
gt3dv18.zip,Golden Tee 3D Golf
gt3dl191.zip,Golden Tee 3D Golf
gt3dl192.zip,Golden Tee 3D Golf
gt3ds192.zip,Golden Tee 3D Golf
gt3d.zip,Golden Tee 3D Golf
gt3dl19.zip,Golden Tee 3D Golf
gt3dt211.zip,Golden Tee 3D Golf Tournament
gt3dt231.zip,Golden Tee 3D Golf Tournament
gtclasscp.zip,Golden Tee Classic
gtclassc.zip,Golden Tee Classic
gtclasscs.zip,Golden Tee Classic
gtdiamond.zip,Golden Tee Diamond Edition Tournament
gtgj31.zip,Golden Tee Golf
gtg.zip,Golden Tee Golf
gtgt10.zip,Golden Tee Golf
gtgt20.zip,Golden Tee Golf
gtgt21.zip,Golden Tee Golf
gtg2j.zip,Golden Tee Golf II
gtg2t.zip,Golden Tee Golf II
gtg2.zip,Golden Tee Golf II
gtroyal.zip,Golden Tee Royal Edition Tournament
gtsupreme.zip,Golden Tee Supreme Edition Tournament
gollygho.zip,Golly! Ghost!
imsorryj.zip,Gonbee no I'm Sorry
gondou.zip,Gondomania
gondo.zip,Gondomania
ironfortc.zip,Gongtit Jiucoi Iron Fortress
goori.zip,Goori Goori
gorfpgm1.zip,Gorf
gorfpgm1f.zip,Gorf
gorfpgm1g.zip,Gorf
gorfirec.zip,Gorf
gorf.zip,Gorf
gorkans.zip,Gorkans
gorodki.zip,Gorodki
gotcha.zip,Got-cha Mini Game Festival
gotya.zip,Got-Ya
plegendsjq.zip,Gouketsuji Gaiden - Saikyou Densetsu
plegendsj.zip,Gouketsuji Gaiden - Saikyou Densetsu
powerinsj.zip,Gouketsuji Ichizoku
powerinspj.zip,Gouketsuji Ichizoku
pwrinst2j.zip,Gouketsuji Ichizoku 2
ryorioh.zip,Gourmet Battle Quiz Ryohrioh CooKing
gpriderj.zip,GP Rider
gpriderjs.zip,GP Rider
gprideru.zip,GP Rider
gpriderus.zip,GP Rider
gprider.zip,GP Rider
gpriders.zip,GP Rider
gradiusb.zip,Gradius
gradius.zip,Gradius
gradius2.zip,Gradius II: GOFER no Yabou
gradius2a.zip,Gradius II: GOFER no Yabou
gradius2b.zip,Gradius II: GOFER no Yabou
gradius3a.zip,Gradius III
gradius3.zip,Gradius III
gradius3j.zip,Gradius III: Densetsu kara Shinwa e
gradius3ja.zip,Gradius III: Densetsu kara Shinwa e
gradius3jas.zip,Gradius III: Densetsu kara Shinwa e
f1gpstar2.zip,Grand Prix Star
f1gpstar3.zip,Grand Prix Star
f1gpstar.zip,Grand Prix Star
gstrik2.zip,Grand Striker 2
grndtour.zip,Grand Tour
cgraplop2.zip,Graplop
grasspin.zip,Grasspin
gratiaa.zip,Gratia - Second Earth
gratia.zip,Gratia - Second Earth
gravitar1.zip,Gravitar
gravitar2.zip,Gravitar
gravitar.zip,Gravitar
gtmr2ua.zip,Great 1000 Miles Rally 2 USA
gtmr2u.zip,Great 1000 Miles Rally 2 USA
gtmre.zip,Great 1000 Miles Rally: Evolution Model!!!
gtmrusa.zip,Great 1000 Miles Rally: U.S.A Version!
greatgur.zip,Great Gurianos
gmahou.zip,Great Mahou Daisakusen
gslgr94j.zip,Great Sluggers '94
gslgr94u.zip,Great Sluggers '94
gslugrsj.zip,Great Sluggers
gberetb.zip,Green Beret
gberet.zip,Green Beret
gseekeru.zip,Grid Seeker: Project Storm Hammer
gseekerj.zip,Grid Seeker: Project Storm Hammer
gseeker.zip,Grid Seeker: Project Storm Hammer
gridiron.zip,Gridiron Fight
gridlee.zip,Gridlee
griffon.zip,Griffon
grindstma.zip,Grind Stormer
grindstm.zip,Grind Stormer
grobda.zip,Grobda
grobda2.zip,Grobda
grobda3.zip,Grobda
groundfx.zip,Ground Effects / Super Ground Effects
growlu.zip,Growl
growla.zip,Growl
growlp.zip,Growl
growl.zip,Growl
grmatch.zip,Grudge Match
gryzor.zip,Gryzor
gryzor1.zip,Gryzor
grdian.zip,Guardian
grdnstrmg.zip,Guardian Storm
grdnstrmau.zip,Guardian Storm
grdnstrm.zip,Guardian Storm
grdnstrmv.zip,Guardian Storm
grdiansbl.zip,Guardians / Denjin Makai II
grdianssy.zip,Guardians / Denjin Makai II
grdiansls.zip,Guardians / Denjin Makai II
grdiansl.zip,Guardians / Denjin Makai II
grdians.zip,Guardians / Denjin Makai II
grdiansa.zip,Guardians / Denjin Makai II
grdiansp.zip,Guardians / Denjin Makai II
grdiansds.zip,Guardians / Denjin Makai II
grdianske.zip,Guardians / Denjin Makai II
gwarb.zip,Guerrilla War
gwar.zip,Guerrilla War
gwara.zip,Guerrilla War
gwarab.zip,Guerrilla War
gwarj.zip,Guevara
gulfstrmm.zip,Gulf Storm
gulfstrmk.zip,Gulf Storm
gulfstrm.zip,Gulf Storm
gulfstrma.zip,Gulf Storm
gulfstrmb.zip,Gulf Storm
gulfwar2.zip,Gulf War II
gulfwar2a.zip,Gulf War II
gulunpa.zip,Gulun.Pa!
gumbo.zip,Gumbo
gunfront.zip,Gun & Frontier
gunball.zip,Gun Ball
gunbuletj.zip,Gun Bullet
gunbuletw.zip,Gun Bullet
gundl94.zip,Gun Dealer '94
gunforc2.zip,Gun Force II
gunfrontj.zip,Gun Frontier
bangja.zip,Gun Gabacho
bangjb.zip,Gun Gabacho
bangj.zip,Gun Gabacho
gunmast.zip,Gun Master
gunsmokeg.zip,Gun.Smoke
gunsmokej.zip,Gun.Smoke
gunsmokeub.zip,Gun.Smoke
gunsmokeuc.zip,Gun.Smoke
gunsmokeua.zip,Gun.Smoke
gunsmokeu.zip,Gun.Smoke
gunsmokeb.zip,Gun.Smoke
gunsmoke.zip,Gun.Smoke
gnbarich.zip,Gunbarich
gunbirdj.zip,Gunbird
gunbirdk.zip,Gunbird
gunbird.zip,Gunbird
gunbird2.zip,Gunbird 2
gunbird2a.zip,Gunbird 2
gunbustrj.zip,Gunbuster
gunbustru.zip,Gunbuster
gunbustr.zip,Gunbuster
gundharac.zip,Gundhara
gundhara.zip,Gundhara
gunforcej.zip,Gunforce - Battle Fire Engulfed Terror Island
gunforceu.zip,Gunforce - Battle Fire Engulfed Terror Island
gunforce.zip,Gunforce - Battle Fire Engulfed Terror Island
gunlocko.zip,Gunlock
gunlock.zip,Gunlock
gunnail.zip,GunNail
gunnailp.zip,GunNail
gururin.zip,Gururin
gussun.zip,Gussun Oyoyo
gutsn.zip,Guts'n
gutangtns.zip,Guttang Gottong
gutangtn.zip,Guttang Gottong
guwange.zip,Guwange
guwanges.zip,Guwange
guzzlers.zip,Guzzler
guzzler.zip,Guzzler
galap2.zip,GX Part 2
pbancho.zip,Gyakuten!! Puzzle Bancho
pbanchoa.zip,Gyakuten!! Puzzle Bancho
gyrodinet.zip,Gyrodine
gyrodine.zip,Gyrodine
gyrussb.zip,Gyruss
gyrussce.zip,Gyruss
gyruss.zip,Gyruss
hachamf.zip,Hacha Mecha Fighter
hachamfa.zip,Hacha Mecha Fighter
hachamfb.zip,Hacha Mecha Fighter
hachamfp.zip,Hacha Mecha Fighter
hachooj.zip,Hachoo!
hachoo.zip,Hachoo!
hachooa.zip,Hachoo!
hal21j.zip,HAL21
hal21.zip,HAL21
halfway.zip,Halfway To Hell: Progear Red Label
halleysc87.zip,Halley's Comet '87
halleyscja.zip,Halley's Comet
halleyscjp.zip,Halley's Comet
halleyscj.zip,Halley's Comet
halleysc.zip,Halley's Comet
chamburger.zip,Hamburger
hamaway.zip,Hammer Away
hharryu.zip,Hammerin' Harry
hharry.zip,Hammerin' Harry
hharryb.zip,Hammerin' Harry
hangon.zip,Hang-On
hangon2.zip,Hang-On
hangonjr.zip,Hang-On Jr.
hangon1.zip,Hang-On
hangly.zip,Hangly-Man
hangly2.zip,Hangly-Man
hangly3.zip,Hangly-Man
hangzo.zip,Hangzo
harddunkj.zip,Hard Dunk
harddunk.zip,Hard Dunk
hardheadb.zip,Hard Head
hardheadb3.zip,Hard Head
hardhea2a.zip,Hard Head 2
hardhea2.zip,Hard Head 2
hardhead.zip,Hard Head
hpuncher.zip,Hard Puncher
hrdtimes.zip,Hard Times
hrdtimesa.zip,Hard Times
hardyard10.zip,Hard Yardage
hardyard11.zip,Hard Yardage
hardyard.zip,Hard Yardage
harem.zip,Harem
hasamu.zip,Hasamu
hthero93u.zip,Hat Trick Hero '93
hthero93.zip,Hat Trick Hero '93
hthero94.zip,Hat Trick Hero '94
hthero95u.zip,Hat Trick Hero '95
hthero95.zip,Hat Trick Hero '95
hthero95a.zip,Hat Trick Hero '95
htheroj.zip,Hat Trick Hero
htherou.zip,Hat Trick Hero
htchctch.zip,Hatch Catch
hatrisj.zip,Hatris
hatrisp.zip,Hatris
hatris.zip,Hatris
hcastlee.zip,Haunted Castle
hcastlek.zip,Haunted Castle
hcastle.zip,Haunted Castle
hayaosi2.zip,Hayaoshi Quiz Grand Champion Taikai
hayaosi3a.zip,Hayaoshi Quiz Nettou Namahousou
hayaosi3.zip,Hayaoshi Quiz Nettou Namahousou
hayaosi1.zip,Hayaoshi Quiz Ouza Ketteisen: The King Of Quiz
headon1.zip,Head On
headon.zip,Head On
headonb.zip,Head On
headonmz.zip,Head On
headons.zip,Head On
headonsa.zip,Head On
headonn.zip,Head On N
hedpanic.zip,Head Panic
hedpanicf.zip,Head Panic
hedpanica.zip,Head Panic
hedpanic830.zip,Head Panic
heatbrle.zip,Heated Barrel
heatbrlu.zip,Heated Barrel
heatbrlo.zip,Heated Barrel
heatbrl2.zip,Heated Barrel
heatbrl.zip,Heated Barrel
heatbrl3.zip,Heated Barrel
hbarrelua.zip,Heavy Barrel
hbarrelu.zip,Heavy Barrel
hbarrel.zip,Heavy Barrel
hvymetal.zip,Heavy Metal
hvysmsha.zip,Heavy Smash
hvysmsh.zip,Heavy Smash
hvysmshj.zip,Heavy Smash
hvyunitja.zip,Heavy Unit
hvyunitj.zip,Heavy Unit
hvyunitjo.zip,Heavy Unit
hvyunit.zip,Heavy Unit
hvyunitu.zip,Heavy Unit -U.S.A. Version-
hwchampjd.zip,Heavyweight Champ
hwchampj.zip,Heavyweight Champ
hwchamp.zip,Heavyweight Champ
hwchampa.zip,Heavyweight Champ
heberpop.zip,Hebereke no Popoon
heiankyo.zip,Heiankyo Alien
hellfire1.zip,Hellfire
hellfire1a.zip,Hellfire
hellfire.zip,Hellfire
hellfire2a.zip,Hellfire
herbiedk.zip,Herbie at the Olympics
hero.zip,Hero
herodk.zip,Hero in the Castle of Doom
herodku.zip,Hero in the Castle of Doom
mutantf1.zip,Heroes
heuksun.zip,Heuk Sun Baek Sa
hexpoola.zip,Hex Pool
hexpool.zip,Hex Pool
hexa.zip,Hexa
hexionb.zip,Hexion
hexion.zip,Hexion
hidnctcha.zip,Hidden Catch  / Tul Lin Gu Lim Chat Ki '98
hidnctch.zip,Hidden Catch  / Tul Lin Gu Lim Chat Ki '98
hidctch2a.zip,Hidden Catch 2
hidctch2.zip,Hidden Catch 2
hidnc2k.zip,Hidden Catch 2000
hidctch3.zip,Hidden Catch 3
hiimpactp.zip,High Impact Football
hiimpact1.zip,High Impact Football
hiimpact2.zip,High Impact Football
hiimpact3.zip,High Impact Football
hiimpact4.zip,High Impact Football
hiimpact.zip,High Impact Football
hvoltage.zip,High Voltage
hwrace.zip,High Way Race
chwy.zip,Highway Chase
himesiki.zip,Himeshikibu
hipoly.zip,Hipoly
hippodrm.zip,Hippodrome
hishouza.zip,Hishou Zame
hishouzab.zip,Hishou Zame
buraiken.zip,Hissatsu Buraiken
hitnmiss2.zip,Hit 'n Miss
hitnmiss.zip,Hit 'n Miss
hiticej.zip,Hit the Ice
hitice.zip,Hit the Ice
hiticerb.zip,Hit the Ice
hoccer2.zip,Hoccer
hoccer.zip,Hoccer
hiryuken.zip,Hokuha Syourin Hiryu no Ken
holeland.zip,Hole Land
holeland2.zip,Hole Land
holo.zip,Holosseum
homo.zip,Homo
honeydol.zip,Honey Doll
redfoxwp2.zip,Hong Hu Zhanji II
redfoxwp2a.zip,Hong Hu Zhanji II
ablast.zip,Hong Tian Lei
hook1v4.zip,Hook
hook6h.zip,Hook
hookjyds.zip,Hook
hookjy.zip,Hook
hookbo.zip,Hook
hooknx2.zip,Hook
hooknx.zip,Hook
hookdj.zip,Hook
hookj.zip,Hook
hookhd2.zip,Hook
hookhd.zip,Hook
hookpls.zip,Hook
hookpj.zip,Hook
hookdszz.zip,Hook
hooksw.zip,Hook
hooksw2.zip,Hook
hookgs2.zip,Hook
hookgs.zip,Hook
hooku.zip,Hook
hookdw.zip,Hook
hook.zip,Hook
hookx2.zip,Hook
hookxr.zip,Hook
hookxx.zip,Hook
hoops96.zip,Hoops '96
hoops95.zip,Hoops
hopprobo.zip,Hopper Robo
hopmappy.zip,Hopping Mappy
horizon.zip,Horizon
hotbubla.zip,Hot Bubble
hotbubl.zip,Hot Bubble
hotchase.zip,Hot Chase
hotchasea.zip,Hot Chase
hotmemry11.zip,Hot Memory
hotmemry.zip,Hot Memory
hotminda.zip,Hot Mind
hotmind.zip,Hot Mind
hotnight.zip,Hot Night
hotpinbl.zip,Hot Pinball
hotrodja.zip,Hot Rod
hotrodj.zip,Hot Rod
hotrod.zip,Hot Rod
hotroda.zip,Hot Rod
hotshockb.zip,Hot Shocker
hotshock.zip,Hot Shocker
hstennis10.zip,Hot Shots Tennis
hstennis.zip,Hot Shots Tennis
hotdogst.zip,Hotdog Storm - The First Supersonics
happy6100cn.zip,Huanle Liu He Yi
happy6101.zip,Huanle Liu He Yi
happy6100hk.zip,Huanle Liu He Yi
happy6.zip,Huanle Liu He Yi
hunchbkg.zip,Hunchback
hunchbks.zip,Hunchback
hunchbak.zip,Hunchback
hncholms.zip,Hunchback Olympic
huncholy.zip,Hunchback Olympic
wofhfh.zip,Huo Feng Huang
hustle.zip,Hustle
hydrap.zip,Hydra
hydra.zip,Hydra
hcrashc.zip,Hyper Crash
hcrash.zip,Hyper Crash
hyprduel.zip,Hyper Duel
hyprduel2.zip,Hyper Duel
hpolym84.zip,Hyper Olympic '84
hyprolymb.zip,Hyper Olympic
hyprolymba.zip,Hyper Olympic
hyprolyma.zip,Hyper Olympic
hyprolym.zip,Hyper Olympic
hyperpacb.zip,Hyper Pacman
hyperpac.zip,Hyper Pacman
hypersptb.zip,Hyper Sports
hypsptsp.zip,Hyper Sports Special
hyperspt.zip,Hyper Sports
hsf2app.zip,Hyper Street Fighter II Plus Plus
hsf2jpp.zip,Hyper Street Fighter II Plus Plus
hsf2pp.zip,Hyper Street Fighter II Plus Plus
hsf230b.zip,Hyper Street Fighter II: The Anniversary Edition
hsf2da.zip,Hyper Street Fighter II: The Anniversary Edition
hsf2d.zip,Hyper Street Fighter II: The Anniversary Edition
hsf2a.zip,Hyper Street Fighter II: The Anniversary Edition
hsf2df.zip,Hyper Street Fighter II: The Anniversary Edition
hsf2ev2.zip,Hyper Street Fighter II: The Anniversary Edition
hsf2j2.zip,Hyper Street Fighter II: The Anniversary Edition
hsf2j1.zip,Hyper Street Fighter II: The Anniversary Edition
hsf2j.zip,Hyper Street Fighter II: The Anniversary Edition
hsf2.zip,Hyper Street Fighter II: The Anniversary Edition
hypernoid.zip,Hypernoid
hyperspc.zip,Hyperspace
imsorry.zip,I'm Sorry
ibarao.zip,Ibara
ibara.zip,Ibara
ibarablka.zip,Ibara Kuro Black Label
ibarablk.zip,Ibara Kuro Black Label
suchie2o.zip,Idol Janshi Suchie-Pai II
suchie2.zip,Idol Janshi Suchie-Pai II
froman2b.zip,Idol Mahjong Final Romance 2
iganinju.zip,Iga Ninjyutsuden
igmo.zip,IGMO
ikarijp.zip,Ikari
ikarijpb.zip,Ikari
ikari3u.zip,Ikari III - The Rescue
ikari3.zip,Ikari III - The Rescue
ikari3w.zip,Ikari III - The Rescue
ikari3j.zip,Ikari Three
ikari3k.zip,Ikari Three
ikari.zip,Ikari Warriors
ikarinc.zip,Ikari Warriors
ikaria.zip,Ikari Warriors
ikaria2.zip,Ikari Warriors
ikki.zip,Ikki
imgfightj.zip,Image Fight
imgfightjb.zip,Image Fight
imgfight.zip,Image Fight
imago.zip,Imago
imagoa.zip,Imago
scrambp.zip,Impacto
inthehunt.zip,In The Hunt
inthuntk.zip,In The Hunt
inthuntu.zip,In The Hunt
inthunt.zip,In The Hunt
inyourfa.zip,In Your Face
turbobl.zip,Indianapolis
insector.zip,Insector
insectxbl.zip,Insector X
insectxj.zip,Insector X
insectx.zip,Insector X
intcup94.zip,International Cup '94
intlaser.zip,International Team Laser
intrepidb.zip,Intrepid
intrepidb3.zip,Intrepid
intrepidb2.zip,Intrepid
intrepid.zip,Intrepid
intrepid2.zip,Intrepid
invds.zip,Invinco / Deep Scan
invinco.zip,Invinco
iqblock.zip,IQ-Block
irion.zip,Irion
ironfort.zip,Iron Fortress
ironhorsh.zip,Iron Horse
ironhors.zip,Iron Horse
itaten.zip,Itazura Tenshi
ixion.zip,Ixion
vshoot.zip,J-League Soccer V-Shoot
jjsquawkb.zip,J. J. Squawkers
jjsquawkb2.zip,J. J. Squawkers
jjsquawko.zip,J. J. Squawkers
jjsquawk.zip,J. J. Squawkers
jackrabt.zip,Jack Rabbit
